Code,Index,2018,2019
FD4,Final demand,100,100
1,Farm products,0.893,0.807
11,"Fruits & melons, fresh/dry vegs. & nuts",0.526,0.447
111,Fresh fruits and melons,0.185,0.176
11101,Citrus fruits,0.041,0.036
11102,Other fruits and berries,0.128,0.121
11103,Melons,0.016,0.019
113,Fresh and dry vegetables,0.268,0.199
11301,Dry vegetables,0.007,0.008
11302,"Fresh vegetables, except potatoes",0.224,0.136
11303,Sweet potatoes,0.005,0.006
11306,Potatoes,0.032,0.049
119,Tree nuts,0.072,0.072
11901,Tree nuts,0.072,0.072
12,Grains,0.164,0.164
121,Wheat,0.037,0.034
12101,Wheat,0.037,0.034
122,Other grains,0.12,0.122
12201,Barley,0.002,0.002
12202,Corn,0.115,0.118
12203,Oats,0,0
12204,Rye,0,0
12205,Sorghum,0.002,0.002
123,Rough rice,0.007,0.007
12301,Rough rice,0.007,0.007
13,Slaughter livestock,0.006,0.007
132,Slaughter hogs,0.006,0.006
13201,Slaughter barrows and gilts,0.006,0.006
13202,Slaughter sows,0,0
133,Slaughter lambs,0,0
13301,Slaughter lambs,0,0
14,Slaughter poultry,0.004,0.004
141,Slaughter chickens,0.003,0.003
14102,Broilers and other meat type chickens,0.003,0.003
142,Slaughter turkeys,0.001,0.001
14201,Slaughter turkeys,0.001,0.001
143,Slaughter ducks,0,0
14301,Slaughter ducks,0,0
15,Raw cotton,0.029,0.023
151,Raw cotton,0.029,0.023
15101,Raw cotton,0.029,0.023
16,Raw milk,0.002,0.002
161,Raw milk,0.002,0.002
16101,Raw milk,0.002,0.002
17,Chicken eggs,0.065,0.061
171,Chicken eggs,0.065,0.061
17107,Eggs for fresh use,0.065,0.061
17108,Breaker stock and checks and undergrades,0,0
18,"Hay, hayseeds, and oilseeds",0.098,0.099
181,Hay and hayseeds,0.003,0.003
18101,Hay and hayseeds,0.003,0.003
183,Oilseeds,0.095,0.096
18301,Oilseeds,0.095,0.096
2,Processed foods and feeds,5.627,5.703
21,Cereal and bakery products,0.726,0.723
211,Bakery products,0.425,0.424
21102,"Bread (white, wheat, rye, etc.), including frozen",0.127,0.128
21105,"Rolls (bread-type), muffins, bagels, and croissants",0.091,0.09
21107,"Other sweet goods, excluding frozen",0.033,0.033
21108,"Soft cakes, excluding frozen",0.028,0.027
21109,"Pies (fruit, cream, and custard), excluding frozen",0.003,0.003
21121,"Cookies, crackers, and related products",0.107,0.106
21130,Retail bakery products,0.037,0.037
212,Flour and flour base mixes and doughs,0.113,0.112
21203,Wheat flour,0.031,0.03
21204,Flour base mixes and doughs,0.083,0.082
213,Milled rice and byproducts,0.032,0.033
21301,Head rice,0.027,0.027
21302,"Milled rice (incl second heads, screenings, brewers, bran, sharps, rice flour, and byproducts)",0.005,0.005
214,Cereal and pasta products,0.155,0.154
21402,"Dry macaroni, spaghetti, and egg noodle products, made from purchased flour",0.032,0.032
21409,"Cereal and mill products, other than flour",0.123,0.122
22,"Meats, poultry, and fish",1.296,1.359
221,Meats,0.832,0.87
22101,"Beef and veal products, fresh or frozen",0.38,0.369
22103,"Lamb/mutton, fresh or frozen, not canned or made into sausage, made in slaughtering plants",0.003,0.002
22104,"Pork products, fresh, frozen, or processed, except sausage",0.207,0.242
22105,"Other meats, fresh, frozen, or canned",0.243,0.257
222,Processed poultry,0.369,0.388
22203,"Young chickens, including bulk, chilled, frozen, whole, and in parts",0.189,0.195
22206,"Turkeys, including frozen, whole, and in parts",0.039,0.043
22208,"Canned, cooked, smoked or prepared poultry",0.128,0.138
22209,Chicken hens and other poultry/small game,0.012,0.012
223,Unprocessed and prepared seafood,0.095,0.101
22301,Unprocessed finfish,0.019,0.024
22304,"Canned seafood (including soups, stews, and chowders)",0.009,0.01
22305,Unprocessed shellfish,0.017,0.016
22306,Prepared fresh and frozen seafood,0.051,0.05
23,Dairy products,0.572,0.608
231,Fluid milk products,0.233,0.247
23103,Packaged fluid milk and related products,0.137,0.151
23104,Cottage cheese,0.008,0.009
23105,Other milk products,0.063,0.064
23106,Bulk fluid milk and cream,0.024,0.024
232,Butter,0.038,0.033
23201,Butter,0.038,0.033
233,"Natural, processed, and imitation cheese",0.161,0.185
23302,"Natural cheese, except cottage cheese",0.128,0.145
23303,Process cheese and related products,0.03,0.037
23304,Cheese substitutes and imitations,0.002,0.002
23307,Raw liquid whey,0.001,0.001
234,Ice cream and frozen desserts,0.037,0.037
23402,Ice cream and frozen desserts,0.037,0.037
235,"Dry, condensed, and evaporated milk products",0.104,0.105
23502,"Dry milk products, including feed grade",0.062,0.063
23503,Liquid milk products,0.034,0.035
23505,Ice cream mixes and related products,0.007,0.007
24,Processed fruits and vegetables,0.363,0.356
241,Canned fruits and juices,0.094,0.09
24101,"Canned fruits, excluding baby foods",0.029,0.03
24102,"Canned and fresh fruit juices, nectars, and concentrates",0.064,0.06
242,"Frozen fruits, juices and ades",0.025,0.021
24202,Frozen fruits,0.011,0.011
24203,"Frozen juices, ades, drinks, and cocktails",0.014,0.01
244,Canned vegetables and juices,0.1,0.101
24401,Canned vegetables and juices,0.1,0.101
245,Frozen vegetables,0.086,0.087
24502,"Frozen potato products (French-fried, patties, puffs, etc.)",0.05,0.05
24505,"Frozen vegetables, other than potato products",0.036,0.037
248,Dried and dehydrated food,0.058,0.057
24801,Dried and dehydrated food,0.058,0.057
25,Sugar and confectionery,0.328,0.332
252,Raw cane sugar and sugar cane mill products and by-products,0.001,0.001
25201,Raw cane sugar and sugarcane mill products and by-products,0.001,0.001
253,Refined sugar products and by-products,0.023,0.024
25307,Refined sugar products and by-products,0.023,0.024
254,Confectionery materials,0.024,0.026
25401,Confectionery materials,0.024,0.026
255,Confectionery end products,0.28,0.282
25502,"Chewing gum, bubble gum, and chewing gum base",0.018,0.017
25503,Candy and nuts,0.261,0.264
25505,Sweetening syrups and molasses,0.001,0.001
26,Beverages and beverage materials,1.07,1.073
261,Alcoholic beverages,0.528,0.522
26101,Malt beverages,0.288,0.287
26102,"Distilled and bottled liquor, excluding brandy",0.104,0.1
26104,"Wines, brandy, and brandy spirits",0.135,0.135
262,Soft drinks,0.45,0.46
26206,"Soft drinks, non-carbonated and bottled water",0.201,0.205
26210,"Soft drinks, bottle/can, carbonated, all types",0.249,0.254
263,Packaged beverage materials,0.088,0.086
26301,"Coffee (whole bean, ground, & instant)",0.076,0.075
26303,"Tea in consumer packages, exc. canned ice tea",0.011,0.011
264,Other beverage materials,0.005,0.005
26401,Other beverage materials,0.005,0.005
27,Fats and oils,0.065,0.061
271,"Animal fats and oils, made in slaughtering plants",0.001,0.001
27101,"Lard, made in slaughtering plants",0.001,0.001
278,"Shortening, cooking oil, and margarine",0.058,0.054
27801,"Shortening, cooking oil, and margarine",0.058,0.054
027A,Other oilseed processing,0.005,0.005
027A01,Other oilseed processing,0.005,0.005
027B,"Corn oil, crude and refined",0.002,0.002
027B01,"Corn oil, made by wet milling",0.002,0.002
28,Miscellaneous processed foods,0.936,0.919
281,"Canned jams, jellies, and preserves",0.008,0.008
28101,"Canned jams, jellies, and preserves",0.008,0.008
282,"Pickles and other pickled products, including horseradish",0.015,0.015
28201,Pickles and other pickled products,0.015,0.015
283,"Processed eggs, liquid, dried, or frozen",0.006,0.005
28301,"Processed eggs, liquid, dried, or frozen",0.006,0.005
284,Specialty canning,0.069,0.069
28401,Specialty canning,0.069,0.069
285,Frozen specialty food,0.228,0.224
28501,Frozen specialty food,0.228,0.224
286,"Prepared sauces, except tomato",0.025,0.025
28601,"Prepared sauces, excluding tomato-based sauces and sauces comprised of 20 percent or more meat",0.025,0.025
289,Other miscellaneous processed foods,0.584,0.572
28901,Other miscellaneous processed foods,0.584,0.572
29,Prepared animal feeds,0.272,0.273
292,"Soybean cake, meal, and other byproducts",0.025,0.023
29201,"Soybean cake, meal, and other byproducts",0.025,0.023
293,Formula feeds,0.012,0.012
29301,Formula feeds,0.012,0.012
294,Miscellaneous feedstuffs,0.234,0.237
29402,Pet food,0.22,0.223
29403,Miscellaneous feedstuffs other than pet food,0.015,0.014
3,Textile products and apparel,0.279,0.27
31,Synthetic fibers,0.027,0.019
315,Unprocessed filament yarns,0.027,0.019
31502,Noncellulosic fibers,0.02,0.019
31503,"Cellulosic organic fibers (rayon, acetate, and lyocell)",0.007,0
32,Processed yarns and threads,0.016,0.016
326,Yarns,0.016,0.015
32601,Spun cotton yarns,0.005,0.005
32602,"Spun wool yarns, including new, reused, and reprocessed",0,0
32603,Spun synthetic yarns,0.002,0.002
32604,Textured and twisted yarns,0.006,0.006
32607,Other spun noncellulosic and natural fiber (excluding cotton and wool) yarns,0.002,0.002
327,Thread,0,0
32705,Thread,0,0
33,Greige fabrics,0.009,0.009
337,Greige broadwoven fabrics,0.007,0.006
33701,Greige cotton broadwoven fabrics,0.002,0.002
33703,Greige manmade fiber broadwoven fabrics,0.005,0.005
338,Greige knit fabrics,0.001,0.001
33803,"Weft (circular) knit fabrics, greige goods (excluding hosiery)",0.001,0.001
33804,"Warp knit fabrics, greige goods (excluding hosiery)",0,0
339,Tire cord and tire fabric,0.002,0.001
33901,Tire cord and tire fabrics,0.002,0.001
34,Finished fabrics,0.056,0.055
342,Finished broadwoven fabrics,0.007,0.007
34201,Finished cotton broadwoven fabrics,0.001,0.001
34202,Finished wool broadwoven fabrics and felts,0,0
34203,"Finished manmade fiber, silk and other natural fiber (excl. cotton and wool) broadwoven fabrics",0.005,0.005
344,Woven and braided narrow fabrics,0.003,0.003
34402,Woven and braided narrow fabrics,0.003,0.003
345,Nonwoven fabrics and felts,0.023,0.022
34503,Nonwoven fabrics and felts,0.023,0.022
346,"Coated fabrics, not rubberized",0.003,0.003
34601,"Coated fabrics, not rubberized",0.003,0.003
347,"Screen printed textile materials, embroideries, and lace goods",0.017,0.017
34701,Screen printed textile and apparel materials and embroideries,0.017,0.017
34702,"Lace & net goods, all leavers & Nottingham lace machine products, incl. bobbinets/barmen laces",0,0
348,"Knit fabrics, finished in knitting mills",0.003,0.003
34801,"Weft (circular) knit fabrics, knit and finished in the same establishment (excluding hosiery)",0.001,0.001
34802,"Warp knit goods, knit and finished in the same establishment",0.002,0.002
38,Apparel & other fabricated textile prods,0.167,0.167
381,Apparel,0.092,0.092
38104,Miscellaneous apparel and accessories,0.019,0.019
38106,"Women's, girls', and infants' cut and sew apparel",0.041,0.04
38107,Men's and boys' cut and sew apparel,0.018,0.018
38108,Apparel made in knitting mills,0.015,0.015
382,Textile house furnishings,0.034,0.033
38203,Textile house furnishings,0.034,0.033
383,Industrial and other fabricated products,0.041,0.041
38303,Industrial and other fabricated products,0.041,0.041
39,Miscellaneous textile products/services,0.004,0.004
394,Miscellaneous textile products/services,0.004,0.004
39401,Miscellaneous textile products/services,0.004,0.004
4,"Hides, skins, leather, and related products",0.039,0.039
41,"Hides and skins, incl. cattle",0.001,0.001
419,"Hides and skins, incl. cattle",0.001,0.001
41901,"Hides, skins, and pelts, made in slaughtering plants",0.001,0.001
42,Leather,0.005,0.004
427,Finished and unfinished leather,0.005,0.004
42701,Finished and unfinished leather,0.005,0.004
43,Footwear,0.017,0.017
431,Men's nonathletic footwear,0.011,0.011
43105,"Men's footwear (size 6 and larger), excluding athletic",0.011,0.011
432,Women's nonathletic footwear,0.005,0.005
43205,"Women's footwear (size 4 and larger), exclduing athletic",0.005,0.005
439,Other footwear including slippers,0.001,0.001
43901,"Other footwear, excluding rubber and plastic soled footwear",0.001,0.001
44,Other leather and related products,0.016,0.016
441,Luggage and small leather goods,0.009,0.009
44101,Luggage and small leather goods,0.009,0.009
445,"Leather and leather-like goods, n.e.c.",0.007,0.007
44501,"Leather and leather-like goods, n.e.c.",0.007,0.007
5,Fuels and related products and power,5.28,5.343
51,Coal,0.021,0.02
511,Anthracite,0,0
51101,Prepared anthracite shipped,0,0
51102,Unprepared anthracite shipped,0,0
512,Bituminous coal and lignite,0.021,0.02
51208,Unprepared bituminous coal and lignite,0.006,0.005
51209,Prepared bituminous coal and lignite,0.016,0.015
53,Gas fuels,0.113,0.091
531,Natural gas,0.007,0.003
53101,Natural gas,0.007,0.003
532,Liquefied petroleum gas,0.106,0.088
53201,Liquefied petroleum gas,0.106,0.088
54,Electric power,2.316,2.314
541,Residential electric power,2.108,2.109
54121,Residential electric power,2.108,2.109
542,Commercial electric power,0.208,0.206
54221,Commercial electric power,0.208,0.206
55,Utility natural gas,0.561,0.546
551,Residential natural gas,0.482,0.472
55121,Residential natural gas,0.482,0.472
552,Commercial natural gas,0.079,0.074
55221,Commercial natural gas,0.079,0.074
56,Crude petroleum (domestic production),0.009,0.011
561,Crude petroleum (domestic production),0.009,0.011
56101,Crude petroleum (domestic production),0.009,0.011
57,"Petroleum products, refined",2.206,2.318
571,Gasoline,1.315,1.451
57103,Unleaded premium gasoline,0.162,0.179
57104,Unleaded regular gasoline,1.112,1.228
57105,Unleaded mid-premium gasoline,0.027,0.029
57108,Aviation gasoline,0.015,0.015
572,Kerosene and jet fuels,0.229,0.229
57202,Kerosene,0.016,0.016
57203,Jet fuel,0.213,0.213
573,Light fuel oils,0.472,0.461
57302,Home heating oil and distillates,0.083,0.079
57303,No. 2 diesel fuel,0.389,0.382
574,"Residual fuels (heavy fuel oils, incl. #5, #6, & other residual fuels)",0.052,0.038
57407,"Residual fuels (heavy fuel oils, incl. #5, #6, & other residual fuels)",0.052,0.038
576,Finished lubricants,0.115,0.116
57603,Lubricating grease,0.01,0.01
57604,Lubricating and similar oils,0.105,0.105
578,Lubricating oil base stocks,0.023,0.023
57801,Lubricating oil base stocks,0.023,0.023
58,"Asphalt and other petroleum and coal products, n.e.c.",0.054,0.043
581,"Asphalt and other petroleum and coal products, n.e.c.",0.054,0.043
58102,Asphalt,0.026,0.021
58103,"Other petroleum and coal products, including coke oven products, n.e.c.",0.028,0.021
6,Chemicals and allied products,3.555,3.492
61,Industrial chemicals,0.589,0.557
613,Basic inorganic chemicals,0.1,0.098
61302,"Inorganic chemicals, other than alkalies and chlorine",0.068,0.068
61303,"Alkalies and chlorine, including natural sodium carbonate and sulfate",0.032,0.03
614,Basic organic chemicals,0.49,0.459
61401,Primary basic organic chemicals,0.056,0.049
61402,Cyclic intermediate chemicals and dyes,0.03,0.029
61403,Other basic organics,0.404,0.382
62,Paints and allied products,0.063,0.064
621,Prepared paint,0.036,0.036
62101,Architectural coatings,0.016,0.016
62102,OEM finishes excluding marine coatings,0.011,0.011
62103,"Special purpose coatings, incl. marine, industrial & construction coatings",0.009,0.009
622,Paint materials,0.025,0.025
62202,Paint colors,0.023,0.024
62204,Kaolin and ball clay,0.001,0.001
623,Allied and miscellaneous paint products,0.002,0.002
62301,Allied and miscellaneous paint products,0.002,0.002
63,Drugs and pharmaceuticals,1.685,1.697
634,Veterinary pharmaceutical preparations,0.032,0.032
63403,Pharmaceuticals for veterinary use,0.032,0.032
637,"Biological products, including diagnostics",0.083,0.085
63717,"Biological products, excluding diagnostic, for veterinary, industrial, and all other misc. uses",0.009,0.01
63718,Diagnostics,0.034,0.034
63719,"Biological products, excluding diagnostic, for human use",0.039,0.041
638,Pharmaceutical preparations,1.57,1.58
63801,"Pharmaceuticals affecting neoplasms, the endocrine system, & metabolic diseases",0.387,0.392
63802,Pharmaceuticals acting on the central nervous system and the sense organs,0.425,0.431
63803,Pharmaceuticals acting on the cardiovascular system,0.16,0.16
63804,Pharmaceuticals acting on the respiratory system,0.243,0.244
63805,Pharmaceuticals acting on the digestive or the genito-urinary systems,0.094,0.091
63806,Pharmaceuticals acting on the skin,0.034,0.034
63807,"Vitamin, nutrient, and hematinic preparations",0.103,0.103
63808,Pharmaceuticals affecting parasitic and infective diseases,0.125,0.126
64,"Fats and oils, inedible",0.018,0.019
641,"Fats and oils, inedible",0.018,0.019
64101,"Fats and oils, inedible",0.018,0.019
65,Agricultural chemicals and chemical products,0.12,0.106
651,Mixed fertilizers,0.012,0.011
65105,Mixed fertilizers,0.012,0.011
652,Fertilizer materials,0.031,0.023
65201,Nitrogenates,0.012,0.01
65202,Phosphates,0.019,0.013
653,Other agricultural chemicals,0.077,0.072
65301,Other agricultural chemicals,0.077,0.072
66,Plastic resins and materials,0.259,0.229
662,Thermoplastic resins and plastics materials,0.223,0.195
66212,Thermoplastic resins and plastics materials,0.223,0.195
663,Thermosetting resins and plastics materials,0.036,0.034
66306,Thermosetting resins and plastics materials,0.036,0.034
67,Other chemicals and allied products,0.821,0.82
671,Soaps and detergents,0.157,0.157
67104,Soaps and other detergents,0.157,0.157
672,Polish and other sanitation goods,0.093,0.096
67201,Polish and other sanitation goods,0.093,0.096
675,Cosmetics and other toilet preparations,0.319,0.319
67502,Shaving preparations,0.003,0.003
67503,"Perfumes, toilet waters, and colognes",0.028,0.028
67504,Hair preparations (including shampoos),0.072,0.071
67505,Dentifrices,0.032,0.033
67514,"Creams, lotions and oils, excluding shaving, hair, and deodorant",0.062,0.063
67515,Other cosmetics and toilet preparations,0.122,0.121
679,Misc. chemical prod. and preparations,0.252,0.249
67902,"Explosives, propellants, and blasting accessories",0.009,0.009
67903,Industrial gases,0.016,0.018
67904,Adhesives and sealants,0.035,0.035
67905,Surface active agents,0.062,0.059
67906,"Gum and wood chemicals, including wood distillation products",0.01,0.01
67909,Other miscellaneous chemical products,0.12,0.118
7,Rubber and plastic products,0.668,0.655
71,Rubber and rubber products,0.219,0.216
711,"Synthetic rubber, inc. styrene-butadiene rubber (SBR) and ethylene propylene",0.019,0.018
71102,Synthetic rubber,0.019,0.018
712,"Tires, tubes, tread, & repair materials",0.11,0.109
71201,Tires,0.108,0.107
71203,"Tread rubber, tire sundries, and repair materials",0.002,0.002
713,Miscellaneous rubber products,0.089,0.089
71301,"Rubber and plastics footwear, including athletic footwear",0.005,0.005
71303,Rubber and plastic belts and belting,0.009,0.009
71304,Rubber and plastics hose,0.012,0.012
71306,"Miscellaneous rubber products, n.e.c.",0.064,0.063
72,Plastic products,0.449,0.439
722,"Unsupported plastic film, sheet and other shapes",0.056,0.055
72205,"Unsupported plastic film, sheet and other shapes",0.056,0.055
726,Parts for manufacturing from plastics,0.042,0.042
72601,Parts for transportation equipment,0.032,0.032
72602,Other parts and components for manufacturing,0.01,0.01
729,Other plastic products,0.076,0.073
72901,Other plastic products,0.076,0.073
072B,"Consumer, institutional, and commercial products, n.e.c.",0.271,0.265
072B01,"All other consumer, institutional, and commercial products",0.271,0.265
072C,Recyclable plastics,0.004,0.004
072C01,Recyclable plastics,0.004,0.004
8,Lumber and wood products,0.097,0.096
81,Lumber,0.015,0.015
811,Softwood lumber,0.01,0.011
81105,Softwood cut stock and dimension,0,0
81106,"Softwood lumber, not edge worked",0.009,0.01
81107,"Softwood lumber, made from purchased lumber",0.001,0.001
812,Hardwood lumber,0.005,0.004
81203,Hardwood cut stock and dimension,0.001,0.001
81204,Hardwood flooring,0.001,0.001
81205,"Hardwood lumber, not edge worked",0.003,0.002
81206,"Hardwood lumber, made from purchased lumber",0,0
82,Millwork,0.025,0.025
821,General millwork,0.019,0.019
82101,General millwork,0.019,0.019
822,Prefabricated structural members,0.007,0.007
82201,Prefabricated structural members,0.007,0.007
83,Plywood,0.006,0.006
831,Softwood veneer and plywood,0.004,0.003
83103,Softwood veneer and plywood,0.004,0.003
835,Hardwood veneer and plywood,0.003,0.002
83501,Hardwood veneer and plywood,0.003,0.002
84,Other wood products,0.041,0.041
841,"Wood pallets and pallet containers, wood and metal combination",0.015,0.016
84101,Wood pallets and pallet containers,0.015,0.016
842,Wood boxes,0.002,0.002
84201,Wood boxes,0.002,0.002
849,Miscellaneous wood products,0.023,0.023
84903,"Wood ties, siding, shingles, and shakes, and contract sawing of logs owned by others",0,0
84904,"Sawn wood fence stock, wood lath, and contract resawing and planing",0,0
84909,All other miscellaneous wood products,0.023,0.023
85,"Logs, bolts, timber, pulpwood and wood chips",0.007,0.006
851,"Logs, bolts, timber, pulpwood and wood chips",0.007,0.006
85105,"Logs, bolts, timber, pulpwood and wood chips",0.007,0.006
86,Prefabricated wood buildings & components,0,0
861,Prefabricated wood buildings & components,0,0
86101,Prefabricated wood buildings and components,0,0
87,Treated wood and contract wood preserving,0.003,0.003
871,Treated wood and contract wood preserving,0.003,0.003
87101,Treated wood,0.002,0.002
87102,Contract wood preservation,0,0
9,"Pulp, paper, and allied products",0.834,0.82
91,"Pulp, paper, and prod., ex. bldg. paper",0.607,0.59
911,Wood pulp,0.034,0.021
91105,Wood pulp,0.034,0.021
912,Wastepaper,0.007,0.004
91201,News and other low grade wastepaper,0,0
91203,Corrugated wastepaper,0.005,0.003
91207,High grade wastepaper (including pulp substitutes and deinking),0.002,0.001
913,Paper,0.176,0.174
91301,Writing and printing papers,0.116,0.116
91302,Newsprint,0.006,0.005
91303,Packaging and industrial converting paper,0.042,0.041
91305,All other coated and processed papers,0.012,0.012
914,Paperboard,0.006,0.006
91405,"Corrugated paperboard in sheets and rolls, lined and unlined",0.006,0.006
915,Converted paper and paperboard products,0.364,0.365
91501,"Sanitary paper products, including stock",0.199,0.201
91502,"Paper, plastic, and foil bags",0.026,0.026
91503,Paper boxes and containers,0.039,0.039
91504,"Other corrugated and solid fiber products, including containers, pallets, pads, etc.",0.005,0.005
91506,Office supplies and accessories,0.067,0.067
91507,"Fiber cans, tubes, and similar fiber products",0.002,0.002
91508,"Molded pulp goods, including egg cartons, florists pots, food trays, etc.",0.002,0.002
91509,Miscellaneous converted paper and paperboard products,0.023,0.023
916,Pressure-sensitive products,0.02,0.02
91601,Pressure-sensitive products,0.02,0.02
92,Building paper & building board mill prods.,0.006,0.006
922,"Hardboard, particleboard & fiberboard prods.",0.006,0.006
92201,Particleboard and fiberboard,0.005,0.005
92202,Hardboard products,0.001,0.001
923,Cellulosic insulating fiberboard,0,0
92301,Cellulosic fiberboard (insulating board),0,0
94,"Publications, printed matter and printing material",0.22,0.223
944,Books printing,0.014,0.014
94401,Books printing,0.014,0.014
945,Manifold business forms printing,0.007,0.007
94501,Manifold business forms printing,0.007,0.007
947,Commercial printing,0.184,0.186
94701,Magazine and periodical printing,0.016,0.016
94702,Label and wrapper printing for packaging,0.034,0.034
94703,Catalog and directory printing,0.013,0.013
94704,Financial and legal printing (lithographic),0.006,0.007
94705,Advertising printing,0.043,0.045
94706,Other general job printing,0.029,0.029
94711,"Other commercial printing, incl. screen, engraving, digital, & general job exc. labels/wrappers",0.042,0.043
948,"Blankbooks, binders, and bookbinding work",0.012,0.012
94801,"Checkbooks, blankbooks, looseleaf binders, and devices",0.01,0.01
94802,Tradebinding and related work,0.002,0.002
949,Services for the printing trade,0.003,0.003
94905,"Prepress services, including platemaking",0.003,0.003
10,Metals and metal products,1.1,1.028
101,Iron and steel,0.33,0.258
1011,Iron ores,0.011,0.011
101105,Iron ores,0.011,0.011
1012,Iron and steel scrap,0.183,0.133
101211,Carbon steel scrap,0.164,0.118
101212,Stainless and other alloy steel scrap,0.009,0.009
101213,Cast iron scrap,0.007,0.005
101215,Other ferrous scrap,0.003,0.002
1015,Foundry and forge shop products,0.004,0.004
101502,"Pressure and soil pipe & fittings, cast iron",0,0
101504,Other gray and ductile iron castings,0.001,0.001
101505,Standard and pearlitic malleable iron castings,0,0
101506,Steel investment castings,0.001,0.001
101507,"Carbon steel castings, except investment",0,0
101508,"High alloy steel castings, excluding investment",0,0
101509,"Other alloy steel castings, except investment",0,0
101513,Other forge shop products,0.001,0.001
1017,Steel mill products,0.132,0.109
101702,Semifinished steel mill products,0.016,0.013
101703,"Hot rolled steel sheet and strip, including tin mill products",0.037,0.027
101704,"Hot rolled steel bars, plates, and structural shapes",0.027,0.022
101705,Steel wire,0,0
101706,Steel pipe and tube,0.02,0.018
101707,Cold rolled steel sheet and strip,0.025,0.022
101708,Cold finished steel bars and bar shapes,0.003,0.003
101712,Electrometallurgical ferroalloy products,0.002,0.002
102,Nonferrous metals,0.279,0.28
1021,Nonferrous metal ores,0.027,0.029
102102,Copper ores,0.018,0.018
102105,Gold ores,0.003,0.003
102106,Lead and zinc ores,0.005,0.004
102112,Other metal ores,0.001,0.002
1022,Primary nonferrous metals,0.013,0.013
102201,Primary nonferrous metals,0.013,0.013
1023,Nonferrous scrap,0.102,0.104
102301,Copper base scrap,0.03,0.028
102302,Aluminum base scrap,0.036,0.028
102303,"Other nonferrous scrap (including lead, zinc and precious metals)",0.036,0.049
1024,Secondary nonferrous metals,0.022,0.024
102403,"Secondary copper, alloyed and unalloyed",0.002,0.002
102406,Secondary precious metals,0.013,0.016
102408,"All other miscellaneous secondary nonferrous metals, including lead",0.006,0.006
102409,"Refined zinc, slab and dust",0.001,0
1025,Nonferrous mill shapes,0.074,0.071
102501,Aluminum mill shapes,0.043,0.04
102502,Copper and brass mill shapes,0.014,0.013
102504,Nickel and nickel-base alloy mill shapes,0.005,0.005
102505,Titanium and titanium-base alloy mill shapes,0.005,0.005
102519,Other nonferrous mill shapes,0.007,0.007
1026,Nonferrous wire and cable,0.041,0.04
102603,Nonferrous wire and cable,0.041,0.04
103,Metal containers,0.014,0.014
1031,Metal cans and can components,0.011,0.011
103102,Steel cans and tinware end products,0.004,0.004
103103,Aluminum cans and can components,0.007,0.007
1032,"Barrels, drums, pails and other metal containers",0.003,0.003
103201,"Barrels, drums, pails and other metal containers",0.003,0.003
104,Hardware,0.051,0.052
1041,"Hardware, n.e.c.",0.015,0.015
104101,Builders' hardware,0.007,0.007
104103,Transportation equipment hardware,0.005,0.005
104104,Furniture hardware,0.001,0.001
104105,Other miscellaneous hardware,0.002,0.001
1042,Hand and edge tools,0.037,0.037
104201,Hand and edge tools,0.037,0.037
105,Plumbing fixtures and fittings,0.004,0.004
1052,Vitreous china plumbing fixtures and china & earthenware bathroom accessories,0.002,0.002
105201,"Vitreous plumbing fixtures, china lavatories, & flush tanks, incl. plumbing accessories",0.002,0.002
1054,Plumbing fixture fittings and trim,0.001,0.001
105402,"Plumbing fixtures, fittings, and trim",0.001,0.001
1056,Enameled iron & metal sanitary ware,0.001,0.001
105601,Enameled iron and metal sanitary ware,0.001,0.001
106,Heating equipment,0.048,0.05
1061,Steam and hot water equipment,0.006,0.006
106101,Steam and hot water equipment,0.006,0.006
1062,"Furnaces and heaters, including parts",0.014,0.015
106201,"Furnaces and heaters, including parts",0.014,0.015
1063,"Other heating equipment, non-electric, including parts",0.012,0.012
106301,"Other heating equipment, non-electric, including parts",0.012,0.012
1064,Domestic heating stoves,0.003,0.003
106401,Domestic heating stoves,0.003,0.003
1066,Domestic water heaters,0.014,0.014
106601,Domestic water heaters,0.014,0.014
107,Fabricated structural metal products,0.137,0.136
1071,"Metal doors, sash, and trim",0.002,0.002
107102,Metal doors and frames (except storm),0.002,0.002
1072,Metal tanks,0.054,0.054
107201,Metal tanks,0.054,0.054
1073,Sheet metal products,0.007,0.007
107301,Sheet metal products,0.007,0.007
